date,open,close,high,low,volume
2019-01-02,3.99,3.94,4.03,3.92,26777.0
2019-01-03,3.94,3.98,3.99,3.92,28423.0
2019-01-04,3.96,4.04,4.08,3.85,46320.0
2019-01-07,4.07,4.11,4.16,4.03,45523.0
2019-01-08,4.1,4.08,4.11,4.06,29426.0
2019-01-09,4.08,4.09,4.17,4.08,47745.0
2019-01-10,4.09,4.13,4.19,4.09,46361.0
2019-01-11,4.13,4.15,4.17,4.09,37299.0
2019-01-14,4.15,4.09,4.16,4.08,24088.0
2019-01-15,4.1,4.15,4.15,4.07,33275.0
2019-01-16,4.15,4.13,4.18,4.11,23346.0
2019-01-17,4.14,4.08,4.16,4.06,35249.0
2019-01-18,4.09,4.14,4.22,4.09,69056.0
2019-01-21,4.14,4.26,4.32,4.14,69686.0
2019-01-22,4.35,4.25,4.49,4.23,96110.0
2019-01-23,4.26,4.3,4.34,4.2,59727.0
2019-01-24,4.27,4.25,4.29,4.2,42390.0
2019-01-25,4.24,4.23,4.25,4.2,28194.0
2019-01-28,4.25,4.07,4.25,4.07,54045.0
2019-01-29,4.05,4.28,4.42,3.94,102148.0
2019-01-30,4.2,4.03,4.21,4.02,69316.0
2019-01-31,3.99,3.99,4.06,3.91,51611.0
2019-02-01,3.98,4.11,4.12,3.98,41251.0
2019-02-11,4.13,4.22,4.22,4.1,48346.0
2019-02-12,4.2,4.26,4.33,4.17,59801.0
2019-02-13,4.25,4.32,4.34,4.22,66159.0
2019-02-14,4.33,4.29,4.34,4.23,55579.0
2019-02-15,4.28,4.29,4.33,4.25,45625.0
2019-02-18,4.31,4.42,4.46,4.3,88501.0
2019-02-19,4.42,4.42,4.45,4.36,76382.0
2019-02-20,4.41,4.49,4.52,4.41,74035.0
2019-02-21,4.49,4.37,4.5,4.32,84802.0
2019-02-22,4.36,4.48,4.5,4.34,83475.0
2019-02-25,4.52,4.67,4.68,4.46,155755.0
2019-02-26,4.65,4.6,4.74,4.57,158236.0
2019-02-27,4.6,4.6,4.7,4.55,98348.0
2019-02-28,4.72,4.8,5.02,4.72,212120.0
2019-03-01,4.8,4.76,4.8,4.67,108941.0
2019-03-04,4.77,4.78,4.85,4.71,133593.0
2019-03-05,4.77,4.81,4.82,4.72,100828.0
2019-03-06,4.84,4.93,4.96,4.81,154348.0
2019-03-07,4.96,4.93,5.0,4.85,140630.0
2019-03-08,4.85,4.63,4.87,4.6,157011.0
2019-03-11,4.79,4.86,4.86,4.72,131100.0
2019-03-12,4.87,4.92,4.99,4.84,154088.0
2019-03-13,4.94,4.89,5.15,4.86,141461.0
2019-03-14,4.93,4.76,4.94,4.7,87432.0
2019-03-15,4.77,4.87,4.89,4.76,84063.0
2019-03-18,4.89,4.98,4.99,4.82,102439.0
2019-03-19,4.99,5.1,5.16,4.91,139472.0
2019-03-20,5.11,5.02,5.11,4.89,110774.0
2019-03-21,5.02,5.05,5.21,5.02,124838.0
2019-03-22,5.12,5.09,5.12,4.98,84511.0
2019-03-25,5.0,5.12,5.19,4.98,110233.0
2019-03-26,5.12,4.92,5.16,4.9,105029.0
2019-03-27,4.97,5.12,5.12,4.93,90660.0
