date,open,close,high,low,volume
2019-01-02,3.15,3.17,3.24,3.15,134517.0
2019-01-03,3.17,3.08,3.18,3.04,85469.0
2019-01-04,3.01,3.38,3.43,3.01,331849.0
2019-01-07,3.36,3.43,3.55,3.36,294864.0
2019-01-08,3.5,3.43,3.55,3.4,174744.0
2019-01-09,3.46,3.35,3.46,3.35,128217.0
2019-01-10,3.38,3.28,3.4,3.23,177105.0
2019-01-11,3.29,3.4,3.48,3.23,192362.0
2019-01-14,3.4,3.31,3.4,3.27,122799.0
2019-01-15,3.31,3.36,3.38,3.27,73451.0
2019-01-16,3.35,3.4,3.5,3.35,136582.0
2019-01-17,3.42,3.44,3.47,3.37,117000.0
2019-01-18,3.44,3.37,3.45,3.3,101179.0
2019-01-21,3.34,3.38,3.41,3.3,73075.0
2019-01-22,3.39,3.31,3.4,3.31,51724.0
2019-01-23,3.28,3.32,3.36,3.28,43503.0
2019-01-24,3.33,3.31,3.35,3.29,47666.0
2019-01-25,3.31,3.26,3.33,3.24,71655.0
2019-01-28,3.26,3.23,3.28,3.22,56402.0
2019-01-29,3.22,3.19,3.22,3.13,55518.0
2019-01-30,3.19,3.24,3.28,3.16,64552.0
2019-01-31,3.23,3.16,3.26,3.14,62099.0
2019-02-01,3.19,3.18,3.2,3.13,62056.0
2019-02-11,3.18,3.3,3.31,3.14,102626.0
2019-02-12,3.26,3.32,3.33,3.26,86699.0
2019-02-13,3.31,3.33,3.34,3.29,70596.0
2019-02-14,3.32,3.34,3.4,3.32,71231.0
2019-02-15,3.33,3.46,3.46,3.32,172802.0
2019-02-18,3.49,3.51,3.53,3.44,165495.0
2019-02-19,3.51,3.47,3.53,3.39,115015.0
2019-02-20,3.43,3.41,3.47,3.36,75704.0
2019-02-21,3.4,3.41,3.47,3.39,59789.0
2019-02-22,3.41,3.44,3.46,3.36,100729.0
2019-02-25,3.46,3.61,3.63,3.45,279099.0
2019-02-26,3.62,3.68,3.76,3.54,303786.0
2019-02-27,3.66,3.99,4.09,3.64,491580.0
2019-02-28,3.95,3.82,3.95,3.75,232046.0
2019-03-01,3.77,3.78,3.84,3.72,147276.0
2019-03-04,3.8,3.77,3.87,3.72,256357.0
2019-03-05,3.8,3.82,3.84,3.75,194894.0
2019-03-06,3.83,3.88,3.97,3.82,246029.0
2019-03-07,3.87,3.86,3.88,3.78,221082.0
2019-03-08,3.81,3.58,3.81,3.58,251502.0
2019-03-11,3.55,3.7,3.76,3.52,247451.0
2019-03-12,3.72,3.85,3.89,3.72,298113.0
2019-03-13,3.92,3.86,4.01,3.85,353186.0
2019-03-14,3.84,3.75,3.99,3.63,251556.0
2019-03-15,3.78,4.14,4.16,3.75,603602.0
2019-03-18,3.99,4.0,4.05,3.89,407813.0
2019-03-19,4.0,3.95,4.08,3.91,243063.0
2019-03-20,3.94,3.92,3.96,3.82,170269.0
2019-03-21,3.92,3.97,3.98,3.87,217976.0
2019-03-22,3.94,3.98,4.02,3.9,185539.0
2019-03-25,3.95,3.92,4.05,3.9,213137.0
2019-03-26,3.96,3.78,3.97,3.77,143405.0
2019-03-27,3.79,3.74,3.84,3.7,80209.0
2019-03-28,3.76,3.66,3.78,3.64,100801.0
2019-03-29,3.67,3.74,3.75,3.65,108741.0
2019-04-01,3.8,3.9,3.9,3.76,138307.0
2019-04-02,3.89,3.89,3.92,3.85,140661.0
2019-04-03,3.87,3.91,3.92,3.85,103329.0
2019-04-04,3.92,3.97,3.98,3.91,144230.0
2019-04-08,4.01,4.15,4.19,3.96,359146.0
2019-04-09,4.19,4.33,4.43,4.18,396607.0
2019-04-10,4.27,4.38,4.47,4.25,338300.0
2019-04-11,4.34,4.58,4.79,4.34,489783.0
2019-04-12,5.08,5.08,5.08,5.08,246704.0
2019-04-15,5.49,5.12,5.59,5.09,1166678.0
2019-04-16,4.95,5.09,5.16,4.83,616975.0
2019-04-17,5.06,5.25,5.47,5.06,601477.0
2019-04-18,5.2,5.81,5.81,5.1,983737.0
2019-04-19,5.91,5.95,6.41,5.82,948907.0
2019-04-22,5.81,5.6,5.85,5.52,677481.0
2019-04-23,5.6,5.4,5.61,5.39,374631.0
2019-04-24,5.43,5.51,5.61,5.38,377857.0
2019-04-25,5.48,5.16,5.49,5.11,393136.0
2019-04-26,5.16,5.3,5.51,5.1,377428.0
2019-04-29,5.45,5.12,5.47,5.12,243096.0
2019-04-30,5.11,5.13,5.26,5.01,202644.0
2019-05-06,4.97,4.7,5.05,4.61,334232.0
2019-05-07,4.8,4.85,4.94,4.71,219832.0
2019-05-08,4.8,4.56,4.8,4.44,367426.0
2019-05-09,4.51,4.52,4.68,4.49,174948.0
2019-05-10,4.61,4.85,4.91,4.56,346603.0
2019-05-13,4.8,4.62,4.81,4.53,293795.0
2019-05-14,4.52,4.56,4.65,4.52,149951.0
2019-05-15,4.61,4.71,4.74,4.55,241187.0
2019-05-16,4.66,4.69,4.76,4.62,196892.0
2019-05-17,4.7,4.59,4.8,4.54,205419.0
2019-05-20,4.55,4.42,4.56,4.14,281447.0
2019-05-21,4.36,4.49,4.55,4.36,150439.0
2019-05-22,4.49,4.65,4.73,4.49,245316.0
2019-05-23,4.62,4.42,4.63,4.37,201477.0
2019-05-24,4.42,4.38,4.55,4.33,152522.0
2019-05-27,4.36,4.64,4.65,4.36,189506.0
2019-05-28,4.67,4.67,4.86,4.62,261182.0
2019-05-29,4.67,4.67,4.7,4.63,119258.0
2019-05-30,4.69,4.55,4.7,4.49,160174.0
2019-05-31,4.6,4.85,4.96,4.6,406725.0
2019-06-03,4.88,5.11,5.3,4.88,514113.0
2019-06-04,5.14,5.19,5.3,4.97,308178.0
2019-06-05,5.21,4.93,5.27,4.9,322326.0
2019-06-06,4.88,4.83,5.04,4.79,226130.0
2019-06-10,4.84,5.07,5.1,4.82,268821.0
2019-06-11,5.05,5.18,5.26,4.98,274876.0
2019-06-12,5.17,5.11,5.21,5.08,234704.0
2019-06-13,5.13,5.34,5.57,5.08,353346.0
2019-06-14,5.29,5.05,5.37,5.01,232243.0
2019-06-17,5.01,5.14,5.2,4.95,154115.0
2019-06-18,5.12,4.97,5.14,4.94,141760.0
2019-06-19,5.09,5.23,5.32,5.09,259447.0
2019-06-20,5.24,5.33,5.38,5.09,309861.0
2019-06-21,5.28,5.6,5.6,5.21,472139.0
2019-06-24,5.48,5.44,5.52,5.37,248377.0
2019-06-25,5.44,5.47,5.48,5.32,203853.0
2019-06-26,5.39,5.37,5.46,5.35,113861.0
2019-06-27,5.39,5.36,5.44,5.34,133268.0
2019-06-28,5.39,5.28,5.46,5.27,184145.0
2019-07-01,5.37,5.43,5.44,5.3,203111.0
2019-07-02,5.42,5.29,5.43,5.29,147784.0
2019-07-03,5.16,5.1,5.27,5.07,221940.0
2019-07-04,5.11,5.15,5.2,5.09,146534.0
2019-07-05,5.18,5.26,5.29,5.11,142323.0
2019-07-08,5.16,4.89,5.19,4.78,296595.0
2019-07-09,4.99,5.18,5.21,4.93,363005.0
2019-07-10,5.1,4.92,5.13,4.87,234617.0
2019-07-11,4.93,4.82,4.97,4.8,141216.0
2019-07-12,4.85,4.84,4.91,4.78,123823.0
2019-07-15,4.83,4.81,4.86,4.69,202266.0
2019-07-16,4.83,4.87,4.9,4.82,136337.0
2019-07-17,4.87,4.83,4.88,4.78,95901.0
2019-07-18,4.83,4.83,4.87,4.75,124908.0
2019-07-19,4.76,4.79,4.88,4.76,141613.0
2019-07-22,4.77,4.66,4.8,4.65,136455.0
2019-07-23,4.71,4.75,4.81,4.67,89910.0
2019-07-24,4.79,4.87,4.9,4.74,180899.0
2019-07-25,4.77,4.76,4.85,4.73,133342.0
2019-07-26,4.76,4.78,4.82,4.74,66213.0
2019-07-29,4.9,4.86,4.91,4.78,127417.0
2019-07-30,4.87,4.84,4.9,4.83,65070.0
2019-07-31,4.83,4.82,4.87,4.81,49324.0
2019-08-01,4.8,4.88,4.89,4.8,100090.0
2019-08-02,4.82,4.78,4.88,4.75,114106.0
2019-08-05,4.78,4.87,4.95,4.78,148564.0
2019-08-06,4.82,4.83,4.85,4.69,131332.0
2019-08-07,4.83,5.08,5.11,4.8,270102.0
2019-08-08,5.1,5.12,5.15,5.04,191319.0
2019-08-09,5.13,4.96,5.15,4.87,168951.0
2019-08-12,4.95,4.96,4.97,4.87,94162.0
2019-08-13,4.91,5.12,5.15,4.9,186852.0
2019-08-14,5.11,5.27,5.3,5.08,246322.0
2019-08-15,5.17,5.4,5.42,5.13,275544.0
2019-08-16,5.42,5.34,5.45,5.27,207079.0
2019-08-19,5.36,5.37,5.39,5.21,177582.0
2019-08-20,5.37,5.27,5.37,5.23,162476.0
