date,open,close,high,low,volume
2019-01-02,2.9,2.89,2.98,2.86,64395.0
2019-01-03,2.88,2.82,2.91,2.79,62607.0
2019-01-04,2.8,2.9,2.9,2.78,73601.0
2019-01-07,2.93,2.98,3.0,2.92,83114.0
2019-01-08,2.98,3.01,3.03,2.96,69628.0
2019-01-09,2.99,3.02,3.05,2.99,72149.0
2019-01-10,3.03,3.28,3.36,3.01,481173.0
2019-01-11,3.23,3.17,3.23,3.09,325771.0
2019-01-14,3.17,3.1,3.18,3.09,137689.0
2019-01-15,3.08,3.14,3.16,3.07,99231.0
2019-01-16,3.16,3.17,3.3,3.1,194283.0
2019-01-17,3.13,3.08,3.16,3.08,104326.0
2019-01-18,3.09,3.1,3.13,3.08,67893.0
2019-01-21,3.12,3.15,3.21,3.11,79700.0
2019-01-22,3.14,3.08,3.14,3.07,65105.0
2019-01-23,3.07,3.1,3.11,3.06,38860.0
2019-01-24,3.09,3.14,3.15,3.09,54342.0
2019-01-25,3.19,3.14,3.22,3.13,89593.0
2019-01-28,3.13,3.23,3.48,3.13,233145.0
2019-01-29,3.23,3.36,3.48,3.17,346864.0
2019-01-30,3.31,3.15,3.4,3.15,249106.0
2019-01-31,3.19,3.08,3.24,3.06,157910.0
2019-02-01,3.13,3.22,3.22,3.11,124340.0
2019-02-11,3.26,3.58,3.58,3.24,315610.0
2019-02-12,3.83,3.63,3.95,3.6,759662.0
2019-02-13,3.54,3.6,3.65,3.49,442515.0
2019-02-14,3.53,3.59,3.71,3.51,364041.0
2019-02-15,3.56,3.55,3.66,3.54,224315.0
2019-02-18,3.56,3.66,3.68,3.55,305012.0
2019-02-19,3.65,3.72,3.99,3.63,436810.0
2019-02-20,3.67,3.68,3.72,3.54,227353.0
2019-02-21,3.67,3.63,3.72,3.61,202196.0
2019-02-22,3.59,3.64,3.65,3.56,196370.0
2019-02-25,3.67,3.82,3.84,3.65,381522.0
2019-02-26,3.84,3.83,3.97,3.77,434549.0
2019-02-27,3.83,3.8,3.87,3.75,254893.0
2019-02-28,3.8,3.91,3.95,3.8,251246.0
2019-03-01,3.95,3.89,3.97,3.83,177559.0
2019-03-04,3.91,3.88,3.95,3.85,322457.0
2019-03-05,3.87,3.92,3.92,3.82,246555.0
2019-03-06,3.95,3.94,3.95,3.87,341030.0
2019-03-07,3.97,4.2,4.36,3.95,530663.0
2019-03-08,4.12,3.99,4.36,3.98,473354.0
2019-03-11,4.03,4.22,4.28,3.99,325138.0
2019-03-12,4.38,4.35,4.58,4.26,518452.0
2019-03-13,4.49,4.46,4.59,4.34,595319.0
2019-03-14,4.46,4.2,4.46,4.14,367642.0
2019-03-15,4.2,4.45,4.51,4.19,347613.0
2019-03-18,4.45,4.47,4.53,4.33,271777.0
2019-03-19,4.47,4.43,4.59,4.4,263168.0
2019-03-20,4.48,4.43,4.48,4.31,214585.0
2019-03-21,4.45,4.53,4.55,4.4,286162.0
2019-03-22,4.53,5.02,5.02,4.5,883329.0
2019-04-09,5.56,5.56,5.56,5.56,12176.0
2019-04-10,6.15,6.15,6.15,6.15,10309.0
2019-04-11,6.8,6.8,6.8,6.8,17672.0
2019-04-12,7.52,7.52,7.52,7.52,38720.0
2019-04-15,8.31,8.31,8.31,8.31,31329.0
2019-04-16,9.18,7.89,9.18,7.45,2586603.0
2019-04-17,7.94,8.72,8.72,7.82,2034688.0
2019-04-18,8.72,9.63,9.63,8.49,2638684.0
2019-04-19,9.83,9.18,10.1,8.92,2279715.0
2019-04-22,9.28,8.32,9.29,8.25,1552477.0
2019-04-23,8.12,7.71,8.23,7.47,1290586.0
2019-04-24,7.59,7.63,7.76,7.5,747279.0
2019-04-25,7.63,7.02,7.68,6.88,1061707.0
2019-04-26,6.88,6.98,7.28,6.88,733078.0
2019-04-29,7.06,6.79,7.3,6.72,770601.0
2019-04-30,6.64,6.73,6.91,6.58,625352.0
2019-05-06,6.46,6.02,6.51,6.02,604330.0
2019-05-07,6.1,6.23,6.28,5.95,702314.0
2019-05-08,6.03,6.89,6.89,5.98,1318398.0
2019-05-09,6.63,6.31,6.76,6.18,944216.0
2019-05-10,6.42,6.62,6.72,6.04,856660.0
2019-05-13,6.46,6.34,6.5,6.25,538062.0
2019-05-14,6.3,6.54,6.89,6.26,782116.0
2019-05-15,6.61,6.78,6.85,6.48,792165.0
2019-05-16,6.86,6.71,7.02,6.66,742305.0
2019-05-17,6.69,6.21,6.71,6.1,673834.0
2019-05-20,6.2,6.12,6.27,5.78,421448.0
2019-05-21,6.06,6.28,6.35,5.92,401504.0
2019-05-22,6.26,6.08,6.28,5.98,386436.0
2019-05-23,6.11,5.9,6.24,5.88,359645.0
2019-05-24,5.78,5.97,6.04,5.78,308306.0
2019-05-27,5.94,6.13,6.24,5.86,383807.0
2019-05-28,6.09,6.05,6.19,6.0,310632.0
2019-05-29,6.03,5.99,6.1,5.99,255468.0
2019-05-30,5.94,5.92,6.0,5.82,258640.0
2019-05-31,5.95,5.99,6.21,5.93,389874.0
2019-06-03,6.06,5.76,6.09,5.75,352263.0
2019-06-04,5.72,5.41,5.73,5.34,413619.0
2019-06-05,5.44,5.38,5.5,5.28,266266.0
2019-06-06,5.39,5.21,5.39,5.12,264559.0
2019-06-10,5.21,5.25,5.33,5.17,176033.0
2019-06-11,5.25,5.57,5.66,5.25,358811.0
2019-06-12,5.52,5.46,5.67,5.43,271995.0
2019-06-13,5.49,5.65,5.79,5.42,403587.0
2019-06-14,5.64,5.35,5.64,5.3,320664.0
2019-06-17,5.35,5.36,5.44,5.3,133424.0
2019-06-18,5.37,5.4,5.43,5.32,111432.0
2019-06-19,5.6,5.5,5.66,5.45,229664.0
2019-06-20,5.51,5.73,5.84,5.41,407737.0
2019-06-21,5.83,5.75,5.85,5.7,326947.0
2019-06-24,5.74,5.72,5.74,5.58,225087.0
2019-06-25,5.75,6.21,6.32,5.56,677018.0
2019-06-26,5.98,5.95,6.13,5.94,358573.0
2019-06-27,5.95,5.98,6.06,5.95,203860.0
2019-06-28,5.98,6.08,6.22,5.98,320616.0
2019-07-01,6.2,6.22,6.27,6.11,322291.0
2019-07-02,6.18,6.12,6.24,6.09,220831.0
2019-07-03,6.1,6.03,6.1,5.98,146141.0
2019-07-04,6.03,5.88,6.06,5.83,199208.0
2019-07-05,5.9,6.02,6.07,5.88,195462.0
2019-07-08,5.96,5.79,5.98,5.68,214532.0
2019-07-09,5.96,5.81,6.1,5.77,202169.0
2019-07-10,5.78,5.55,5.84,5.44,240432.0
2019-07-11,5.58,5.47,5.64,5.41,161757.0
2019-07-12,5.55,5.55,5.6,5.48,135922.0
2019-07-15,5.55,5.53,5.63,5.33,162207.0
2019-07-16,5.53,5.59,5.75,5.51,159643.0
2019-07-17,5.59,5.54,5.62,5.5,107398.0
2019-07-18,5.47,5.36,5.47,5.35,142976.0
2019-07-19,5.37,5.41,5.53,5.37,110324.0
2019-07-22,5.37,5.23,5.4,5.19,158823.0
2019-07-23,5.26,5.31,5.33,5.22,92556.0
2019-07-24,5.36,5.36,5.4,5.32,110482.0
2019-07-25,5.35,5.31,5.35,5.25,108459.0
2019-07-26,5.3,5.34,5.35,5.26,80982.0
2019-07-29,5.33,5.27,5.34,5.24,81787.0
2019-07-30,5.31,5.35,5.46,5.27,142925.0
2019-07-31,5.29,5.29,5.32,5.25,96241.0
2019-08-01,5.25,5.24,5.28,5.22,81484.0
2019-08-02,5.08,5.06,5.14,5.02,147381.0
2019-08-05,5.03,4.95,5.05,4.95,99529.0
2019-08-06,4.78,4.66,4.78,4.47,254527.0
2019-08-07,4.69,4.72,4.88,4.69,173729.0
2019-08-08,4.83,4.82,4.88,4.76,140773.0
2019-08-09,4.82,4.76,4.91,4.73,115137.0
2019-08-12,5.27,5.27,5.27,5.12,77919.0
2019-08-13,5.81,5.36,5.81,5.25,645131.0
2019-08-14,5.37,5.38,5.64,5.28,377468.0
2019-08-15,5.18,5.23,5.26,5.03,262168.0
2019-08-16,5.17,5.2,5.28,5.12,174460.0
2019-08-19,5.21,5.33,5.34,5.14,228725.0
2019-08-20,5.28,5.27,5.34,5.25,161937.0
2019-08-21,5.29,5.27,5.34,5.24,141309.0
2019-08-22,5.28,5.41,5.46,5.23,254721.0
2019-08-23,5.42,5.31,5.42,5.3,167269.0
2019-08-26,5.09,5.17,5.2,5.04,138611.0
2019-08-27,5.22,5.24,5.3,5.2,147859.0
2019-08-28,5.23,5.33,5.35,5.19,152675.0
2019-08-29,5.33,5.22,5.4,5.2,146774.0
2019-08-30,5.25,5.06,5.27,5.01,154970.0
2019-09-02,5.04,5.12,5.17,5.0,126704.0
2019-09-03,5.12,5.09,5.14,5.04,117059.0
2019-09-04,5.08,5.19,5.21,5.05,177644.0
2019-09-05,5.2,5.29,5.42,5.18,308381.0
2019-09-06,5.3,5.57,5.83,5.3,492907.0
2019-09-09,5.61,5.62,5.65,5.48,286293.0
2019-09-10,5.61,5.94,6.13,5.57,490242.0
2019-09-11,5.91,6.43,6.48,5.82,740645.0
2019-09-12,6.33,6.32,6.42,6.18,492504.0
2019-09-16,6.39,6.16,6.45,6.13,321201.0
2019-09-17,6.13,5.87,6.13,5.82,371371.0
2019-09-18,5.93,5.76,5.93,5.76,204272.0
2019-09-19,5.82,5.96,6.02,5.69,303862.0
2019-09-20,5.96,5.87,5.97,5.82,159112.0
2019-09-23,5.82,5.77,5.82,5.7,166633.0
2019-09-24,6.01,6.08,6.25,5.95,384583.0
2019-09-25,6.08,5.83,6.08,5.83,226387.0
2019-09-26,5.84,5.85,6.23,5.83,389486.0
2019-09-27,5.99,6.07,6.14,5.87,383017.0
2019-09-30,5.97,5.92,6.1,5.9,204088.0
2019-10-08,5.98,5.68,6.0,5.66,286484.0
2019-10-09,5.57,5.66,5.67,5.46,145304.0
2019-10-10,5.66,5.72,5.81,5.63,134702.0
2019-10-11,5.71,5.78,5.87,5.69,171560.0
2019-10-14,5.88,6.07,6.13,5.83,351404.0
2019-10-15,6.06,6.1,6.17,5.92,279390.0
2019-10-16,6.07,6.02,6.28,6.0,273999.0
2019-10-17,6.07,5.92,6.12,5.91,202446.0
2019-10-18,5.97,5.97,6.0,5.88,154682.0
2019-10-21,5.93,5.93,5.97,5.82,119674.0
2019-10-22,5.95,6.12,6.12,5.92,177924.0
2019-10-23,6.14,5.93,6.17,5.86,186647.0
2019-10-24,5.88,5.88,5.95,5.85,101405.0
2019-10-25,5.86,5.97,5.99,5.86,92299.0
2019-10-28,5.92,6.07,6.07,5.92,164264.0
2019-10-29,6.13,5.91,6.14,5.91,165571.0
2019-10-30,5.89,5.76,5.89,5.72,168711.0
2019-10-31,5.76,5.73,5.82,5.68,110997.0
2019-11-01,5.68,5.73,5.77,5.67,95721.0
2019-11-04,5.76,5.76,5.82,5.73,89794.0
2019-11-05,5.76,5.79,5.79,5.7,80954.0
2019-11-06,5.75,5.74,5.77,5.7,79655.0
2019-11-07,5.9,5.93,6.04,5.84,247129.0
2019-11-08,6.0,5.97,6.04,5.9,163688.0
2019-11-11,5.92,6.06,6.13,5.92,282916.0
2019-11-12,6.06,6.29,6.36,6.03,473423.0
2019-11-14,5.98,5.76,6.01,5.7,433290.0
2019-11-15,5.68,5.25,5.71,5.25,377021.0
2019-11-18,5.13,5.3,5.38,5.06,176713.0
2019-11-19,5.33,5.33,5.42,5.27,131929.0
2019-11-20,5.3,5.2,5.33,5.18,133999.0
2019-11-21,5.15,5.23,5.28,5.09,96583.0
2019-11-22,5.23,5.15,5.27,5.12,105409.0
2019-11-25,5.19,5.15,5.21,5.12,62919.0
2019-11-26,5.17,5.13,5.2,5.09,61514.0
2019-11-27,5.08,5.02,5.15,5.0,106061.0
2019-11-28,5.02,5.01,5.11,5.0,62150.0
2019-11-29,4.99,4.94,5.01,4.88,98420.0
2019-12-02,4.94,4.98,5.0,4.92,62974.0
2019-12-03,4.94,5.0,5.0,4.9,47376.0
2019-12-04,4.96,4.96,5.0,4.94,43957.0
2019-12-05,4.98,5.07,5.16,4.98,109835.0
2019-12-06,5.04,5.08,5.13,5.03,59278.0
2019-12-09,5.08,5.04,5.11,5.02,81933.0
2019-12-10,5.1,5.08,5.13,5.04,87028.0
2019-12-11,5.1,5.01,5.1,4.97,94925.0
2019-12-12,5.01,4.94,5.01,4.92,100278.0
2019-12-13,5.03,5.04,5.07,4.96,131061.0
2019-12-16,5.07,5.14,5.14,5.04,133818.0
2019-12-17,5.18,5.28,5.36,5.12,240713.0
2019-12-18,5.27,5.22,5.32,5.2,153827.0
2019-12-19,5.24,5.39,5.44,5.2,250226.0
2019-12-20,5.37,5.32,5.44,5.32,147950.0
2019-12-23,5.3,5.12,5.32,5.12,131407.0
2019-12-24,5.17,5.29,5.31,5.15,125946.0
2019-12-25,5.27,5.24,5.31,5.22,95691.0
2019-12-26,5.26,5.25,5.26,5.2,85896.0
2019-12-27,5.25,5.27,5.44,5.23,169791.0
2019-12-30,5.2,5.27,5.31,5.12,128163.0
2019-12-31,5.29,5.26,5.29,5.21,80723.0
2020-01-02,5.29,5.32,5.37,5.28,140632.0
2020-01-03,5.3,5.29,5.35,5.28,112306.0
2020-01-06,5.27,5.34,5.36,5.25,155202.0
2020-01-07,5.36,5.4,5.45,5.33,182959.0
2020-01-08,5.42,5.26,5.46,5.23,180033.0
2020-01-09,5.28,5.3,5.34,5.25,119762.0
2020-01-10,5.3,5.22,5.33,5.18,149490.0
2020-01-13,5.2,5.18,5.21,5.12,105252.0
2020-01-14,5.16,5.2,5.23,5.16,96118.0
2020-01-15,5.24,5.14,5.24,5.12,86971.0
2020-01-16,5.15,5.05,5.16,5.04,98266.0
2020-01-17,5.05,5.01,5.1,4.98,84296.0
2020-01-20,5.03,5.08,5.08,4.96,103523.0
2020-01-21,5.08,5.01,5.08,5.01,70645.0
2020-01-22,5.03,5.01,5.06,4.92,81486.0
2020-01-23,5.01,4.94,5.06,4.8,107926.0
2020-02-03,4.41,4.41,4.41,4.41,28197.0
2020-02-04,3.94,4.11,4.22,3.94,241716.0
2020-02-05,4.11,4.16,4.26,4.09,158265.0
2020-02-06,4.16,4.17,4.22,4.06,231305.0
2020-02-07,4.16,4.26,4.27,4.12,202811.0
2020-02-10,4.23,4.43,4.45,4.2,171428.0
2020-02-11,4.44,4.41,4.47,4.33,147921.0
2020-02-12,4.38,4.45,4.45,4.36,112800.0
2020-02-13,4.46,4.38,4.5,4.34,118941.0
2020-02-14,4.37,4.39,4.43,4.33,120707.0
2020-02-17,4.42,4.53,4.53,4.4,150152.0
2020-02-18,4.54,4.63,4.73,4.51,177607.0
2020-02-19,4.58,4.59,4.71,4.56,163156.0
2020-02-20,4.64,4.75,4.79,4.55,221869.0
2020-02-21,4.74,4.69,4.78,4.65,208733.0
2020-02-24,4.7,4.7,4.74,4.64,190380.0
2020-02-25,4.58,4.58,4.64,4.44,244598.0
2020-02-26,4.64,4.58,4.67,4.53,186059.0
2020-02-27,4.61,4.55,4.62,4.52,136249.0
2020-02-28,4.4,4.23,4.46,4.21,232423.0
2020-03-02,4.24,4.42,4.43,4.24,142279.0
2020-03-03,4.51,4.5,4.6,4.44,210175.0
2020-03-04,4.5,4.55,4.56,4.45,129921.0
2020-03-05,4.57,4.82,4.83,4.56,405392.0
2020-03-06,4.71,4.69,4.76,4.66,223584.0
2020-03-09,4.59,4.45,4.64,4.45,197030.0
