date,open,close,high,low,volume,volume.1
2022-11-11,81.8896140612698,70.60861377938107,84.72751275546207,70.594494880405,138315.0,138315.0
2022-11-14,63.873898967790446,66.21763619781989,68.77315691249055,62.13727439373248,96378.0,96378.0
2022-11-15,64.9469352899726,65.96349601625043,69.69088534593581,64.24099034116855,84249.0,84249.0
2022-11-16,64.52336832069018,62.61731695891924,65.96349601625043,62.490246868134506,71587.0,71587.0
2022-11-17,63.39385640260369,64.93281639099652,65.20107547154205,61.17718926335897,61782.0,61782.0
2022-11-18,64.11392025038381,62.67379255482357,66.78239215686312,62.61731695891924,69887.0,69887.0
2022-11-21,61.69958852547398,60.54183880943533,61.75606412137829,59.144067810803314,50716.0,50716.0
2022-11-22,60.0476773452725,58.07103148862116,60.85245458690911,57.77453461012345,44464.0,44464.0
2022-11-23,58.056912589645066,56.89916287360643,58.55107405380791,56.20733682377846,30764.0,30764.0
2022-11-24,57.18154085312805,57.35096764084102,57.859248003979936,56.7720927828217,23996.0,23996.0
2022-11-25,57.294492044936696,55.24725169340496,57.294492044936696,55.20489499647671,26780.0,26780.0
2022-11-28,55.23313279442887,55.96731554118509,56.63090379306089,54.498950047672665,20735.0,20735.0
2022-11-29,55.45903517804617,56.72973608589346,57.1391841561998,55.45903517804617,25477.0,25477.0
2022-11-30,56.39088251046751,55.23313279442887,56.39088251046751,55.1343005015963,24223.0,24223.0
2022-12-01,55.76965095551995,57.39332433776927,57.71805901421913,55.34608398623752,37539.0,37539.0
2022-12-02,57.04035186336724,57.91572359988427,58.84757093230561,56.68737938896521,38544.0,38544.0
2022-12-05,57.67570231729088,57.70394011524304,58.26869607428629,57.054470762343314,25874.0,25874.0
2022-12-06,58.28281497326237,56.743854984869536,58.28281497326237,56.71561718691738,23206.0,23206.0
2022-12-07,57.294492044936696,58.32517167019061,58.59343075073616,56.743854984869536,30984.0,30984.0
2022-12-08,59.158186709779386,57.80277240807561,60.061796244248576,56.94151957053467,36403.0,36403.0
2022-12-09,57.18154085312805,55.76965095551995,57.74629681217129,55.727294258591705,30190.0,30190.0
2022-12-12,55.600224167806985,56.066147834017656,56.30616911661103,55.077824905691976,19222.0,19222.0
2022-12-13,57.74629681217129,56.75797388384562,60.00532064834425,56.75797388384562,38106.0,38106.0
2022-12-14,55.48727297599833,55.61434306678306,56.37676361149144,55.48727297599833,26268.0,26268.0
2022-12-15,55.27548949135711,56.00967223811333,56.96975736848684,54.78132802719428,24091.0,24091.0
2022-12-16,55.57198636985481,53.87771849272509,55.642580864735216,53.863599593749015,25300.0,25300.0
2022-12-19,53.80712399784469,52.3105207063801,53.82124289682077,51.83047814119335,14725.0,14725.0
2022-12-20,53.609459412179554,52.90351446337551,54.07538307839023,52.49406639306916,12406.0,12406.0
2022-12-21,52.536423089997406,50.983344202628494,52.95999005927983,49.69852439580512,16830.0,16830.0
2022-12-22,51.265722182150114,49.16200623471404,51.42103007088701,49.16200623471404,16096.0,16096.0
2022-12-23,48.8231526592881,49.57145430502039,50.39035044563309,48.286634498197024,13809.0,13809.0
2022-12-26,49.54321650706824,50.347993748704845,50.51742053641782,49.24671962857053,13427.0,13427.0
2022-12-27,50.347993748704845,49.72676219375728,50.67272842515471,48.93610385109674,14905.0,14905.0
2022-12-28,49.882070082494174,48.95022275007283,50.347993748704845,48.85139045724026,14552.0,14552.0
2022-12-29,48.42782348795782,48.286634498197024,49.54321650706824,48.21604000331661,12047.0,12047.0
2022-12-30,48.48429908386216,48.31487229614918,49.20436293164229,48.17368330638837,11205.0,11205.0
2023-01-03,48.78079596235985,51.25160328317403,51.32219777805444,48.71020146747945,31348.0,31348.0
2023-01-04,50.8280363138916,50.630371728226464,51.95754823197807,50.17856696099187,18757.0,18757.0
2023-01-05,50.29151815280052,50.84215521286768,51.01158200058066,50.10797246611147,14476.0,14476.0
2023-01-06,50.545658334369975,50.404469344609176,51.01158200058066,50.09385356713538,12600.0,12600.0
2023-01-09,50.68684732413079,50.67272842515471,50.997463101604566,50.2350425568962,10509.0,10509.0
2023-01-10,50.68684732413079,50.884511909795926,50.969225303652415,50.26328035484836,10362.0,10362.0
2023-01-11,50.898630808772005,49.4161464162835,50.969225303652415,49.3455519214031,16965.0,16965.0
2023-01-12,49.303195224474855,49.4867409111639,49.93854567839849,49.13376843676188,10891.0,10891.0
2023-01-13,49.4867409111639,49.38790861833134,49.96678347635066,49.049055042905394,7714.0,7714.0
2023-01-16,49.50085981013999,51.25160328317403,52.112856120714966,49.45850311321175,21691.0,21691.0
2023-01-17,51.05393869750889,50.8280363138916,51.46338676781525,50.48918273846565,11446.0,11446.0
2023-01-18,50.997463101604566,51.985786029930246,52.663493180782126,50.64449062720254,18765.0,18765.0
2023-01-19,51.95754823197807,55.04958710773983,56.02379113708941,51.53398126269565,49200.0,49200.0
2023-01-20,54.35776105791185,54.55542564357699,55.55786747087874,54.06126417941415,28611.0,28611.0
2023-01-30,54.92251701695509,55.981434440161166,56.70149828794129,54.428355552792254,30499.0,30499.0
2023-01-31,59.01699772001858,56.89916287360643,60.86657348588519,56.48971480330008,67331.0,67331.0
2023-02-01,57.01211406541508,60.97952467769384,61.487805040832754,57.01211406541508,79820.0,79820.0
2023-02-02,60.57007660738749,59.62411037599006,61.34661605107195,59.059354416946825,67585.0,67585.0
2023-02-03,59.59587257803791,62.60319805994316,63.94449346267085,59.2287812046598,69469.0,69469.0
2023-02-06,62.60319805994316,66.78239215686312,69.01317819508394,60.72538449612438,94510.0,94510.0
2023-02-07,63.5350453923645,64.66455731045097,67.0224134394565,62.60319805994316,75048.0,75048.0
2023-02-08,63.50680759441234,62.02432320192384,63.8315422708622,61.41721054595235,53325.0,53325.0
2023-02-09,61.60075623264141,65.1728376735899,66.3588251875807,60.89481128383736,70429.0,70429.0
2023-02-10,63.5350453923645,65.15871877461382,68.40606553911245,63.39385640260369,72781.0,72781.0
2023-02-13,64.50924942171409,65.25755106744639,67.19184022716948,63.77506667495788,53438.0,53438.0
2023-02-14,64.8057463002118,63.52092649338842,65.80818812751355,63.05500282717775,42888.0,42888.0
2023-02-15,62.92793273639302,65.2434321684703,65.86466372341786,62.53260356506275,56149.0,56149.0
2023-02-16,66.03409051113084,62.89969493844085,68.22251985242339,61.95372870704343,66219.0,66219.0
2023-02-17,61.88313421216302,61.79842081830654,64.22687144219248,61.007762475646,38017.0,38017.0
2023-02-20,61.26190265721546,62.43377127223018,62.73026815072788,60.55595770841141,28060.0,28060.0
2023-02-21,62.39141457530194,60.612433304315736,62.97028943332126,59.80765606267912,36210.0,36210.0
2023-02-22,59.69470487087047,60.42888761762668,60.92304908178952,59.01699772001858,20403.0,20403.0
2023-02-23,60.42888761762668,58.67814414459264,60.42888761762668,58.24045827633413,22570.0,22570.0
2023-02-24,59.08759221489899,59.25701900261196,59.69470487087047,58.52283625585575,14672.0,14672.0
2023-02-27,58.81933313435344,57.67570231729088,59.55351588110966,57.46391883264968,13850.0,13850.0
2023-02-28,58.53695515483183,59.21466230568371,60.273579728889786,58.01455589271684,18824.0,18824.0
2023-03-01,58.74873863947304,61.21954596028721,61.84077751523478,58.74873863947304,34488.0,34488.0
2023-03-02,61.27602155619154,62.56084136301492,63.323261907723285,60.42888761762668,42207.0,42207.0
2023-03-03,62.25022558554114,61.03600027359816,62.26434448451721,59.60999147701399,28892.0,28892.0
2023-03-06,60.993643576669925,59.87825055755952,61.44544834390452,59.172305608755465,19021.0,19021.0
2023-03-07,59.73706156779871,57.39332433776927,60.20298523400938,57.39332433776927,18781.0,18781.0
2023-03-08,57.407443236745344,58.88992762923385,58.97464102309034,57.39332433776927,12994.0,12994.0
2023-03-09,59.2287812046598,60.6406711022679,60.6406711022679,57.53451332753008,19988.0,19988.0
2023-03-10,60.146509638105066,60.45712541557885,62.82910044356045,59.49704028520534,32958.0,32958.0
2023-03-13,60.23122303196154,63.66211548314924,63.76094777598179,60.23122303196154,50253.0,50253.0
2023-03-14,64.21275254321638,62.67379255482357,64.89045969406828,62.26434448451721,50630.0,50630.0
2023-03-15,63.5350453923645,59.65234817394222,63.5350453923645,59.2993756995402,36208.0,36208.0
2023-03-16,59.72294266882263,58.98875992206642,60.95128687974168,57.90160470090818,25906.0,25906.0
2023-03-17,59.08759221489899,63.37973750362761,64.31158483604895,59.08759221489899,53760.0,53760.0
2023-03-20,62.82910044356045,61.8266586162587,63.50680759441234,61.13483256643072,34850.0,34850.0
2023-03-21,62.34905787837369,63.39385640260369,64.07156355345558,60.90893018281344,38590.0,38590.0
2023-03-22,63.39385640260369,66.14704170293949,67.20595912614556,62.84321934253653,66578.0,66578.0
2023-03-23,69.01317819508394,66.58472757119799,70.5239003855246,65.25755106744639,77311.0,77311.0
2023-03-24,66.07644720805908,66.90946224764787,68.16604425651907,64.38217933092936,70148.0,70148.0
2023-03-27,66.41530078348502,66.52825197529367,68.05309306471042,64.52336832069018,55377.0,55377.0
2023-03-28,65.65288023877665,64.33982263400112,65.90702042034611,64.01508795755126,28641.0,28641.0
2023-03-29,64.07156355345558,63.64799658417315,65.89290152137004,63.26678631181897,33967.0,33967.0
2023-03-30,63.57740208929275,61.57251843468924,64.00096905857517,61.388972748000185,29762.0,29762.0
2023-03-31,61.99608540397167,64.9469352899726,65.65288023877665,60.69714669817223,38437.0,38437.0
2023-04-03,63.95861236164693,66.18939839986773,66.30234959167637,63.71859107905356,40975.0,40975.0
2023-04-04,66.01997161215475,64.3539415329772,66.01997161215475,63.39385640260369,39842.0,39842.0
2023-04-06,62.82910044356045,62.39141457530194,63.5350453923645,61.68546962649789,31380.0,31380.0
2023-04-07,62.98440833229734,65.35638336027895,65.86466372341786,61.65723182854573,39721.0,39721.0
2023-04-10,65.22931326949423,61.007762475646,65.35638336027895,60.92304908178952,40775.0,40775.0
2023-04-11,60.993643576669925,61.74194522240221,63.08324062512991,59.79353716370304,30802.0,30802.0
2023-04-12,61.74194522240221,64.26922813912071,64.49513052273801,61.29014045516762,31013.0,31013.0
2023-04-13,64.48101162376193,65.59640464287233,67.74247728723664,64.18451474526422,53281.0,53281.0
2023-04-14,65.93525821829827,67.0224134394565,68.19428205447123,64.66455731045097,45653.0,45653.0
2023-04-17,65.89290152137004,63.78918557393396,66.03409051113084,63.52092649338842,36043.0,36043.0
2023-04-18,64.3539415329772,69.32379397255771,73.09353999917134,64.18451474526422,76706.0,76706.0
2023-04-19,69.33791287153379,69.1120104879165,71.97814698006094,67.7707150851888,68969.0,68969.0
2023-04-20,67.10712683331299,68.46254113501678,68.74491911453839,66.64120316710232,51340.0,51340.0
2023-04-21,68.61784902375366,60.85245458690911,68.67432461965798,60.81009788998087,61797.0,61797.0
2023-04-24,59.58175367906183,58.86168983128169,61.40309164697627,58.01455589271684,35113.0,35113.0
2023-04-25,57.50627552957791,53.11529794801672,57.50627552957791,51.39279227293484,43682.0,43682.0
2023-04-26,53.04470345313632,51.39279227293484,53.79300509886861,50.969225303652415,29955.0,29955.0
2023-04-27,51.30807887907836,50.68684732413079,52.366996302284434,50.19268585996795,22935.0,22935.0
2023-04-28,51.53398126269565,54.7672091282182,56.94151957053467,51.53398126269565,41194.0,41194.0
2023-05-04,55.063706006715904,53.92007518965334,56.02379113708941,53.01646565518415,21822.0,21822.0
2023-05-05,54.75309022924212,54.6966146333378,55.41667848111793,53.214130240849286,23626.0,23626.0
2023-05-08,55.063706006715904,53.83536179579686,55.063706006715904,52.87527666542335,18720.0,18720.0
2023-05-09,53.6518161091078,52.05638052481064,53.863599593749015,51.95754823197807,18176.0,18176.0
2023-05-10,52.05638052481064,52.59289868590172,53.34120033163402,51.95754823197807,14579.0,14579.0
2023-05-11,52.57877978692565,54.00478858350983,54.79544692617037,52.282282908427945,20576.0,20576.0
2023-05-12,53.27060583675361,53.99066968453375,54.78132802719428,53.11529794801672,16213.0,16213.0
2023-05-15,53.63769721013172,53.214130240849286,53.99066968453375,51.745764747336864,13259.0,13259.0
2023-05-16,52.366996302284434,51.943429333002,52.93175226132768,51.68928915143254,17962.0,17962.0
2023-05-17,51.88695373709768,53.312962533681855,53.3553192306101,51.67517025245646,14591.0,14591.0
2023-05-18,53.68005390705997,55.16253829954847,55.30372728930928,53.0588223521124,25877.0,25877.0
2023-05-19,54.710733532313874,55.68493756166346,56.193217924802376,54.428355552792254,23757.0,23757.0
2023-05-22,55.077824905691976,56.51795260125225,56.60266599510874,54.64013903743348,22275.0,22275.0
2023-05-23,56.53207150022833,54.498950047672665,56.89916287360643,54.44247445176834,27281.0,27281.0
2023-05-24,54.89427921900293,55.74141315756778,56.814449479749946,54.880160320026846,26844.0,26844.0
2023-05-25,55.1343005015963,55.28960839033319,56.26381241968279,54.04714528043807,20941.0,20941.0
2023-05-26,54.950754814907256,56.60266599510874,57.294492044936696,54.950754814907256,25162.0,25162.0
2023-05-29,56.80033058077386,58.32517167019061,59.24290010363588,56.1085045309459,38595.0,38595.0
2023-05-30,47.626666666667,48.046901960784645,48.32705882352976,46.57607843137288,29462.0,29462.0
2023-05-31,47.65468235294152,50.56831372549056,51.5488627450984,47.598650980392485,63476.0,63476.0
2023-06-01,49.68581960784349,52.48738823529448,53.229803921569,49.27959215686309,70107.0,70107.0
2023-06-02,53.229803921569,50.23212549019643,54.49050980392195,50.148078431372895,76483.0,76483.0
2023-06-05,48.85935686274544,50.77843137254938,51.758980392157234,48.38309019607877,45623.0,45623.0
2023-06-06,51.5488627450984,51.74497254901997,56.80180392156903,51.5488627450984,93324.0,93324.0
2023-06-07,51.73096470588272,52.40334117647095,53.74809411764743,50.33018039215722,74167.0,74167.0
2023-06-08,53.36988235294155,53.9161882352945,55.51308235294157,52.12318431372586,82490.0,82490.0
2023-06-09,54.19634509803959,53.24381176470625,54.89673725490234,52.13719215686311,67886.0,67886.0
2023-06-12,51.98310588235331,51.24069019607879,52.52941176470625,50.68037647058859,55335.0,55335.0
2023-06-13,50.91850980392193,51.63290980392193,52.62746666666704,50.134070588235645,44382.0,44382.0
2023-06-14,51.2687058823533,50.52629019607879,52.10917647058861,50.35819607843173,37680.0,37680.0
2023-06-15,50.63835294117683,49.72784313725525,50.79243921568663,49.57375686274545,29675.0,29675.0
2023-06-16,49.76986666666702,50.87648627451016,51.21267450980429,48.98542745098074,31598.0,31598.0
2023-06-19,50.61033725490232,50.86247843137291,51.5488627450984,50.38621176470623,29539.0,29539.0
2023-06-20,50.54029803921604,51.5208470588239,51.87104313725527,50.190101960784666,36749.0,36749.0
2023-06-21,51.19866666666702,48.46713725490231,51.81501176470625,48.46713725490231,39501.0,39501.0
2023-06-26,47.90682352941211,45.74961568627483,48.85935686274544,45.63755294117679,29724.0,29724.0
2023-06-27,45.553505882353264,45.88969411764738,46.26790588235327,45.553505882353264,11713.0,11713.0
2023-06-28,45.65156078431405,44.15272156862776,45.72160000000032,42.75193725490226,24689.0,24689.0
2023-06-29,44.81109019607874,44.88112941176502,45.59552941176502,43.87256470588266,18538.0,18538.0
