date,open,close,high,low,volume
2019-01-02,3.13,3.06,3.16,3.06,62294.0
2019-01-03,3.07,3.06,3.11,3.05,37406.0
2019-01-04,3.03,3.15,3.17,3.0,67129.0
2019-01-07,3.18,3.23,3.25,3.15,72022.0
2019-01-08,3.21,3.25,3.27,3.21,54020.0
2019-01-09,3.26,3.27,3.36,3.26,92645.0
2019-01-10,3.3,3.28,3.33,3.26,60344.0
2019-01-11,3.28,3.33,3.33,3.25,60486.0
2019-01-14,3.35,3.31,3.36,3.28,46241.0
2019-01-15,3.3,3.39,3.46,3.28,123823.0
2019-01-16,3.38,3.38,3.41,3.34,72980.0
2019-01-17,3.37,3.32,3.37,3.29,61834.0
2019-01-18,3.31,3.29,3.36,3.29,65660.0
2019-01-21,3.28,3.34,3.36,3.28,71191.0
2019-01-22,3.31,3.3,3.36,3.27,46482.0
2019-01-23,3.28,3.33,3.34,3.27,46078.0
2019-01-24,3.33,3.36,3.44,3.33,84700.0
2019-01-25,3.35,3.44,3.66,3.31,297710.0
2019-01-28,3.41,3.3,3.46,3.28,188160.0
2019-01-29,3.26,3.12,3.26,3.04,146577.0
2019-01-30,3.08,3.08,3.14,3.07,49220.0
2019-01-31,3.09,3.03,3.11,3.01,55693.0
2019-02-01,3.07,3.13,3.13,3.05,35853.0
2019-02-11,3.14,3.21,3.21,3.13,47118.0
2019-02-12,3.21,3.25,3.27,3.2,54819.0
2019-02-13,3.25,3.33,3.34,3.23,91536.0
2019-02-14,3.31,3.34,3.37,3.3,70790.0
2019-02-15,3.35,3.34,3.36,3.31,67678.0
2019-02-18,3.36,3.43,3.44,3.36,108301.0
2019-02-19,3.44,3.44,3.48,3.38,95005.0
2019-02-20,3.51,3.46,3.56,3.41,115065.0
2019-02-21,3.43,3.43,3.5,3.4,123831.0
2019-02-22,3.4,3.51,3.53,3.39,154943.0
2019-02-25,3.66,3.75,3.78,3.52,308703.0
2019-02-26,3.72,3.79,3.97,3.63,392749.0
2019-02-27,3.82,3.85,3.89,3.76,289867.0
