date,open,close,high,low,volume,volume.1
2022-03-28,312.892942442371,305.9843796445304,313.85738568195563,299.1742294221576,2402.0,2402.0
2022-03-29,308.79897930290986,301.16216344660745,308.79897930290986,300.15835517683576,1301.0,1301.0
2022-03-30,300.31581529758427,304.60660358798094,307.6377109123897,295.237726403445,2068.0,2068.0
2022-03-31,303.7012078936771,305.0789839502265,310.55072314623703,299.1742294221576,2845.0,2845.0
2022-04-01,303.1697799861509,302.5202569880633,304.8427937691037,296.2218521581232,881.0,881.0
2022-04-06,302.5202569880633,295.0409012525094,302.5202569880633,294.25360064876685,1862.0,1862.0
2022-04-07,293.2891574091822,289.43138445084395,294.5488383751703,276.40155945890524,2524.0,2524.0
2022-04-08,291.3012233847324,284.03837531520765,291.3012233847324,281.16472811154745,1350.0,1350.0
2022-04-11,285.3964688566635,273.09489692318664,285.3964688566635,269.1780764195676,2592.0,2592.0
2022-04-12,276.637749640028,278.11393827204523,279.4917143285946,266.69807951777864,1941.0,1941.0
2022-04-13,279.4917143285946,282.93615446996813,288.7424964225692,276.7755272456829,2346.0,2346.0
2022-04-14,283.9793277699269,277.50378030414475,286.85297497358715,274.3348953740811,2161.0,2161.0
2022-04-15,277.44473275886406,276.95266988152497,280.692347749302,268.4695058761993,2111.0,2111.0
2022-04-18,276.95266988152497,284.58948573782743,288.9786866036919,271.16601044401745,2472.0,2472.0
2022-04-19,285.3964688566635,283.19202716618446,290.7894779922998,280.2593324172435,1053.0,1053.0
2022-04-20,283.40853483221366,280.27901493233713,286.9317050339614,275.1812435231043,1432.0,1432.0
2022-04-21,275.6733064004434,270.0441070836843,283.1723446510909,269.88664696293586,2221.0,2221.0
2022-04-22,273.5082297401515,270.4771224157427,276.5196545494666,267.6822052724568,1903.0,1903.0
2022-04-25,266.7177620328722,249.98762420334367,271.5596607458887,249.1215935392269,2959.0,2959.0
2022-04-26,255.75460112575763,240.99271480558536,255.75460112575763,236.58383142462728,3495.0,3495.0
2022-04-27,236.15081609256887,251.2866701995188,251.9361931976064,233.1590737983473,3277.0,3277.0
2022-04-28,253.215556678688,270.98886780817537,273.2720395590287,250.18444935427928,6349.0,6349.0
2022-04-29,272.7996591967832,279.1767940870976,281.4206008077638,267.9183954535796,4577.0,4577.0
2022-05-05,275.6142588551627,285.5932940075991,294.56852089026387,275.6142588551627,4217.0,4217.0
