date,open,close,high,low,volume
2019-01-02,2.46,2.43,2.5,2.43,19897.0
2019-01-03,2.43,2.41,2.48,2.41,31209.0
2019-01-04,2.41,2.54,2.56,2.36,56965.0
2019-01-07,2.58,2.59,2.59,2.52,59043.0
2019-01-08,2.58,2.58,2.59,2.55,45837.0
2019-01-09,2.58,2.58,2.62,2.57,54966.0
2019-01-10,2.58,2.6,2.62,2.56,50546.0
2019-01-11,2.59,2.64,2.65,2.57,63457.0
2019-01-14,2.64,2.58,2.69,2.57,72453.0
2019-01-15,2.59,2.63,2.65,2.58,50156.0
2019-01-16,2.62,2.61,2.66,2.59,38946.0
2019-01-17,2.6,2.6,2.62,2.57,36916.0
2019-01-18,2.61,2.91,2.91,2.61,315790.0
2019-01-21,3.25,3.25,3.25,3.25,72760.0
2019-01-22,3.62,3.62,3.62,3.44,513268.0
2019-01-23,3.83,4.03,4.03,3.83,428673.0
2019-01-24,4.48,4.48,4.48,4.39,366961.0
2019-01-25,4.83,3.99,4.87,3.99,1782810.0
2019-01-28,3.54,3.54,3.66,3.54,403320.0
2019-01-29,3.21,3.16,3.29,3.14,1116198.0
2019-01-30,3.09,2.92,3.13,2.92,650353.0
2019-01-31,2.92,2.98,3.04,2.86,621340.0
2019-02-01,2.98,3.0,3.11,2.94,511076.0
2019-02-11,2.98,3.12,3.14,2.95,534156.0
2019-02-12,3.15,3.26,3.37,3.12,802691.0
2019-02-13,3.19,3.23,3.26,3.13,644034.0
2019-02-14,3.19,3.45,3.6,3.17,879464.0
2019-02-15,3.36,3.52,3.65,3.34,816610.0
2019-02-18,3.46,3.68,3.73,3.46,722080.0
2019-02-19,3.64,3.99,4.1,3.59,951973.0
2019-02-20,4.12,3.84,4.39,3.76,1055446.0
2019-02-21,3.7,3.68,3.81,3.53,773308.0
2019-02-22,3.62,3.84,3.9,3.6,646838.0
2019-02-25,3.88,4.04,4.23,3.73,838110.0
2019-02-26,3.99,3.86,4.02,3.84,658437.0
2019-02-27,3.83,3.73,3.91,3.66,455124.0
2019-02-28,3.74,3.69,3.78,3.66,257921.0
2019-03-01,3.63,3.67,3.7,3.57,332384.0
2019-03-04,3.69,3.76,3.81,3.68,405640.0
2019-03-05,3.71,3.91,3.94,3.64,548742.0
2019-03-06,3.89,4.35,4.35,3.83,1023257.0
2019-03-07,4.43,4.45,4.8,4.23,1174094.0
2019-03-08,4.23,3.96,4.31,3.96,734945.0
2019-03-11,3.89,4.18,4.27,3.89,480914.0
2019-03-12,4.18,4.15,4.26,4.05,520084.0
2019-03-13,4.13,4.04,4.19,3.98,347352.0
2019-03-14,4.05,3.72,4.07,3.64,328049.0
2019-03-15,3.79,3.84,3.88,3.75,215248.0
2019-03-18,3.84,4.27,4.27,3.84,476487.0
2019-03-19,4.38,4.12,4.39,4.08,473607.0
2019-03-20,4.17,4.14,4.18,3.98,281527.0
2019-03-21,4.1,4.14,4.19,4.08,330883.0
2019-03-22,4.11,4.07,4.12,3.97,233205.0
2019-03-25,3.99,4.03,4.06,3.89,186563.0
2019-03-26,4.04,4.03,4.22,3.99,315359.0
2019-03-27,4.08,3.87,4.1,3.76,265415.0
2019-03-28,3.83,3.73,3.87,3.73,180129.0
2019-03-29,3.72,3.83,3.84,3.65,170528.0
2019-04-01,3.84,4.03,4.1,3.84,294828.0
2019-04-02,4.02,3.99,4.1,3.94,256244.0
2019-04-03,3.94,4.04,4.08,3.92,218295.0
2019-04-04,4.18,4.17,4.36,4.15,532630.0
2019-04-08,4.21,4.5,4.63,4.21,959024.0
2019-04-09,4.24,4.23,4.33,4.09,617833.0
2019-04-10,4.19,4.16,4.26,4.09,328378.0
2019-04-11,4.13,4.14,4.25,4.11,240377.0
2019-04-12,4.1,4.01,4.16,3.96,237861.0
2019-04-15,4.08,3.92,4.12,3.91,171680.0
2019-04-16,3.88,4.07,4.07,3.79,184352.0
2019-04-17,4.07,4.06,4.1,4.02,160568.0
2019-04-18,4.2,4.13,4.26,4.1,281141.0
2019-04-19,4.06,4.13,4.13,3.95,210066.0
2019-04-22,4.14,4.02,4.17,3.98,171301.0
2019-04-23,4.02,3.93,4.02,3.83,144882.0
2019-04-24,3.93,4.18,4.33,3.88,428913.0
2019-04-25,4.09,4.09,4.41,4.05,465217.0
2019-04-26,4.09,4.23,4.41,4.06,579727.0
2019-04-29,4.14,3.76,4.17,3.76,224860.0
2019-04-30,3.38,3.41,3.48,3.34,488835.0
2019-05-06,3.29,3.02,3.29,3.02,217204.0
2019-05-07,3.01,3.17,3.3,2.94,211489.0
2019-05-08,3.06,3.13,3.24,3.02,138258.0
2019-05-09,3.06,3.2,3.25,3.06,112967.0
2019-05-10,3.19,3.3,3.39,3.12,198320.0
2019-05-13,3.23,3.24,3.33,3.23,108120.0
2019-05-14,3.18,3.24,3.3,3.15,99720.0
2019-05-15,3.27,3.3,3.34,3.26,99560.0
2019-05-16,3.3,3.39,3.51,3.26,214594.0
2019-05-17,3.78,3.78,3.78,3.72,291195.0
2019-05-20,3.83,3.85,4.02,3.71,716059.0
2019-05-21,3.66,3.66,3.77,3.42,449555.0
2019-05-22,3.54,3.67,3.82,3.47,381496.0
2019-05-23,3.53,3.33,3.63,3.33,325172.0
2019-05-24,3.26,3.24,3.43,3.24,160662.0
2019-05-27,3.27,3.35,3.37,3.24,138306.0
2019-05-28,3.36,3.31,3.51,3.3,175900.0
2019-05-29,3.29,3.37,3.46,3.29,170638.0
2019-05-30,3.36,3.39,3.5,3.35,241881.0
2019-05-31,3.4,3.27,3.45,3.25,203636.0
2019-06-03,3.28,3.16,3.35,3.12,157593.0
2019-06-04,3.11,3.03,3.13,2.99,155996.0
2019-06-05,3.08,3.0,3.09,2.99,102740.0
2019-06-06,3.01,2.84,3.02,2.81,147972.0
2019-06-10,2.87,2.89,2.9,2.84,76552.0
2019-06-11,2.91,3.03,3.05,2.88,112648.0
2019-06-12,3.05,3.04,3.07,2.97,135729.0
2019-06-13,3.03,3.05,3.08,2.97,104124.0
2019-06-14,3.04,2.92,3.07,2.91,99445.0
2019-06-17,2.93,2.96,2.98,2.91,60448.0
2019-06-18,2.96,2.99,3.02,2.92,74964.0
2019-06-19,3.01,3.01,3.05,2.99,130974.0
2019-06-20,3.0,3.09,3.13,2.95,218200.0
2019-06-21,3.13,3.1,3.19,3.07,167704.0
2019-06-24,3.09,3.46,3.46,3.08,355016.0
2019-06-25,3.4,3.26,3.44,3.16,473830.0
2019-06-26,3.21,3.18,3.25,3.09,216569.0
2019-06-27,3.16,3.19,3.35,3.16,221159.0
2019-06-28,3.19,3.1,3.27,3.08,155159.0
2019-07-01,3.18,3.17,3.19,3.13,149795.0
2019-07-02,3.17,3.2,3.32,3.11,144765.0
2019-07-03,3.18,3.13,3.18,3.1,120288.0
2019-07-04,3.15,3.2,3.31,3.11,215227.0
2019-07-05,3.19,3.16,3.2,3.11,136333.0
2019-07-08,3.14,2.97,3.16,2.94,153583.0
2019-07-09,2.97,2.97,2.99,2.92,70625.0
2019-07-10,2.99,3.0,3.05,2.97,92584.0
2019-07-11,3.01,3.06,3.09,2.99,103775.0
2019-07-12,3.4,3.2,3.41,3.19,446457.0
2019-07-15,3.09,3.17,3.2,2.98,327985.0
2019-07-16,3.07,3.25,3.34,3.07,299455.0
2019-07-17,3.22,3.2,3.33,3.14,255265.0
2019-07-18,3.16,3.1,3.29,3.09,261140.0
2019-07-19,3.16,3.06,3.17,3.04,179079.0
2019-07-22,3.06,2.92,3.08,2.92,167188.0
2019-07-23,2.94,2.99,3.01,2.93,96769.0
2019-07-24,2.99,3.01,3.04,2.99,89562.0
2019-07-25,3.0,2.99,3.02,2.97,71337.0
2019-07-26,2.97,2.95,2.98,2.94,81203.0
2019-07-29,2.93,2.92,2.95,2.91,70723.0
2019-07-30,2.94,2.95,2.97,2.93,53509.0
2019-07-31,2.97,2.94,2.99,2.93,55812.0
2019-08-01,2.93,2.91,2.93,2.89,58365.0
2019-08-02,2.84,2.85,2.87,2.77,78551.0
2019-08-05,2.84,2.8,2.86,2.8,54932.0
